,id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy"
6179,PHASE_1_5514,2015/05/08 12:35:59,05/2015,5.0,2015.0,43.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,75000.0,2.66,1.0,1.0,2.0,172.68,3.0,51.12,2.0,75.0,0.0,2,10708.8,
6180,PHASE_1_5515,2015/05/08 12:20:57,05/2015,5.0,2015.0,43.0,2013 Ford Focus Electric,0.0,0.0,0.0,0.0,325000.0,,1.0,1.0,3.0,115.28,0.0,1.24,2.0,45.0,0.0,2,22798.0,1.0
6181,PHASE_1_5516,2015/05/08 12:40:14,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,0.46,1.0,1.0,4.0,238.41,1.0,27.89,5.0,35.0,0.0,2,12857.142857142855,
6182,PHASE_1_5517,2015/05/08 12:12:25,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,,,,,,,,,,,,,,,,1,,
6183,PHASE_1_5518,2015/05/08 13:01:30,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,275000.0,,1.0,1.0,4.0,117.7,0.0,21.02,4.0,55.0,0.0,2,11503.448275862069,
6184,PHASE_1_5519,2015/05/08 12:22:52,05/2015,5.0,2015.0,43.0,-1 -1 -1,,,,,,,,,,,,,,,,1,,
6185,PHASE_1_5520,2015/05/08 12:43:56,05/2015,5.0,2015.0,43.0,2014 Nissan Leaf,1.0,1.0,0.0,0.0,275000.0,2.26,1.0,1.0,3.0,419.45,0.0,14.09,4.0,45.0,1.0,2,8400.0,1.0
6186,PHASE_1_5521,2015/05/08 13:01:45,05/2015,5.0,2015.0,43.0,2015 Ford C-Max Energi,1.0,0.0,0.0,0.0,75000.0,2.59,0.0,0.0,4.0,124.86,1.0,17.41,3.0,45.0,0.0,2,12780.0,
6187,PHASE_1_5522,2015/05/08 12:59:44,05/2015,5.0,2015.0,43.0,2014 BMW i3,0.0,0.0,0.0,0.0,500000.0,2.85,1.0,1.0,4.0,143.48,0.0,18.96,4.0,55.0,0.0,2,16266.666666666668,1.0
6188,PHASE_1_5524,2015/05/08 13:08:19,05/2015,5.0,2015.0,43.0,2013 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,
6189,PHASE_1_5525,2015/05/08 13:30:54,05/2015,5.0,2015.0,43.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,125000.0,-2.89,0.0,1.0,2.0,261.99,2.0,43.65,2.0,45.0,0.0,4,24258.75,
6190,PHASE_1_5526,,,,,26.0,2013 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,,,,,478.57,4.0,5.05,2.0,65.0,1.0,2,,
6191,PHASE_1_5536,2015/05/15 18:05:06,05/2015,5.0,2015.0,43.0,2014 Nissan Leaf,0.0,0.0,0.0,0.0,50000.0,1.53,1.0,1.0,2.0,275.18,0.0,18.51,2.0,55.0,1.0,3,4589.454545454545,1.0
6192,PHASE_1_5528,2015/05/13 15:57:08,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,,-0.26,1.0,1.0,3.0,517.5,2.0,12.92,2.0,45.0,0.0,4,13059.2,
6193,PHASE_1_5529,,,,,0.0,,,,,,,,,,,,,,,,,1,,
6194,PHASE_1_5530,2015/05/08 14:26:11,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,1.0,0.0,0.0,75000.0,1.19,1.0,1.0,2.0,531.13,2.0,8.68,2.0,65.0,0.0,2,72000.0,1.0
6195,PHASE_1_5531,2015/05/08 13:59:30,05/2015,5.0,2015.0,43.0,2014 Nissan Leaf,0.0,0.0,0.0,0.0,175000.0,2.66,1.0,1.0,4.0,108.2,0.0,22.05,2.0,45.0,1.0,2,4000.0,1.0
6196,PHASE_1_5532,2015/05/08 13:37:01,05/2015,5.0,2015.0,43.0,2013 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
6197,PHASE_1_5533,2015/05/08 14:50:54,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,125000.0,2.6,1.0,0.0,3.0,296.24,2.0,26.2,1.0,45.0,,2,15375.0,
6198,PHASE_1_5537,2015/05/08 14:56:48,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,-2.85,1.0,,3.0,882.89,2.0,2.66,2.0,80.0,0.0,2,7517.0,
6199,PHASE_1_5535,2015/05/08 14:18:24,05/2015,5.0,2015.0,43.0,2013 Ford C-Max Energi,0.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,4.0,218.55,4.0,6.58,2.0,45.0,1.0,3,7578.9473684210525,
6200,PHASE_1_5538,2015/05/08 14:28:39,05/2015,5.0,2015.0,43.0,-1 -1 -1,,,,,,,,,,,,,,,,1,,
6201,PHASE_1_5539,2015/05/08 15:13:21,05/2015,5.0,2015.0,43.0,2013 Ford Fusion Energi,0.0,0.0,1.0,0.0,175000.0,2.69,1.0,1.0,2.0,323.21,1.0,12.97,4.0,18.0,0.0,3,10537.92,
6202,PHASE_1_5540,,,,,31.0,2015 Nissan Leaf,0.0,0.0,1.0,0.0,,,,,,241.86,0.0,,2.0,80.0,0.0,2,,1.0
6203,PHASE_1_5541,2015/05/08 15:22:56,05/2015,5.0,2015.0,43.0,2013 Nissan Leaf,0.0,0.0,0.0,0.0,225000.0,0.42,0.0,0.0,4.0,317.26,0.0,14.67,4.0,45.0,1.0,2,7661.538461538461,1.0
6204,PHASE_1_5542,2015/05/08 15:24:25,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,50000.0,2.58,1.0,1.0,2.0,242.31,5.0,4.4,2.0,75.0,0.0,3,10500.0,
6205,PHASE_1_5543,2015/05/08 15:50:03,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,1.0,0.0,75000.0,2.8,1.0,1.0,3.0,484.72,4.0,22.36,3.0,55.0,1.0,2,19087.058823529413,
6206,PHASE_1_5544,,,,,16.0,2012 Chevrolet Volt,0.0,0.0,0.0,0.0,,,,,,,,,2.0,80.0,0.0,1,,
6207,PHASE_1_5546,2015/05/08 16:05:24,05/2015,5.0,2015.0,43.0,2014 BMW i3,0.0,0.0,1.0,0.0,175000.0,2.71,1.0,1.0,4.0,122.35,1.0,13.66,2.0,35.0,0.0,2,11066.666666666666,
6208,PHASE_1_5547,2015/05/08 16:04:32,05/2015,5.0,2015.0,43.0,2014 Tesla Model S,0.0,1.0,0.0,0.0,375000.0,2.56,1.0,1.0,4.0,356.18,8.0,7.4,3.0,65.0,0.0,5,13509.599999999999,1.0
6209,PHASE_1_5548,,,,,1.0,,,,,,,,,,,,,,,,,1,,
6210,PHASE_1_5549,2015/05/08 16:17:31,05/2015,5.0,2015.0,43.0,2014 Tesla Model S,0.0,0.0,0.0,0.0,225000.0,0.63,1.0,1.0,2.0,295.87,5.0,,2.0,65.0,0.0,3,7821.4285714285725,1.0
6211,PHASE_1_5550,2015/05/08 16:09:25,05/2015,5.0,2015.0,43.0,2015 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,125000.0,,1.0,1.0,4.0,1376.52,0.0,74.31,3.0,45.0,0.0,2,33151.5,
6212,PHASE_1_5551,2015/05/08 16:10:39,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,125000.0,2.57,1.0,1.0,4.0,,0.0,,3.0,65.0,0.0,3,20000.0,
6213,PHASE_1_5552,,,,,,,,,,,,,,,,,,,,,,1,,
6214,PHASE_1_5553,2015/05/08 16:36:25,05/2015,5.0,2015.0,43.0,2014 Honda Accord Plug-in Hybrid,0.0,1.0,1.0,0.0,225000.0,2.68,1.0,1.0,4.0,1212.18,18.0,321.51,1.0,65.0,1.0,5,16931.428571428572,
6215,PHASE_1_5554,2015/05/08 16:28:31,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,175000.0,1.67,1.0,1.0,4.0,779.57,5.0,6.09,4.0,45.0,1.0,2,22000.0,
6216,PHASE_1_5555,2015/05/08 16:40:35,05/2015,5.0,2015.0,43.0,2012 Toyota RAV4 EV,0.0,0.0,0.0,0.0,,,1.0,1.0,4.0,137.06,0.0,19.1,2.0,45.0,1.0,2,10645.161290322581,1.0
6217,PHASE_1_5556,2015/05/08 16:53:25,05/2015,5.0,2015.0,43.0,2013 Toyota RAV4 EV,0.0,0.0,0.0,1.0,125000.0,2.74,1.0,1.0,3.0,477.51,0.0,27.84,4.0,55.0,0.0,4,11026.736842105263,1.0
6218,PHASE_1_5557,2015/05/08 17:02:41,05/2015,5.0,2015.0,43.0,2012 Nissan Leaf,0.0,0.0,0.0,0.0,175000.0,-1.75,1.0,1.0,3.0,278.3,0.0,5.51,4.0,55.0,0.0,2,16240.0,1.0
6219,PHASE_1_5558,,,,,14.0,2014 Nissan Leaf,0.0,0.0,0.0,0.0,,,,,,,,,4.0,45.0,0.0,2,,1.0
6220,PHASE_1_5559,2015/05/08 16:38:07,05/2015,5.0,2015.0,43.0,2014 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,
6221,PHASE_1_5560,2015/05/08 17:19:26,05/2015,5.0,2015.0,43.0,2015 Ford Fusion Energi,0.0,0.0,1.0,0.0,125000.0,2.76,1.0,0.0,4.0,85.8,1.0,6.31,1.0,65.0,1.0,1,9194.666666666666,
6222,PHASE_1_5561,2015/05/08 17:06:05,05/2015,5.0,2015.0,43.0,2013 Tesla Model s,0.0,0.0,1.0,0.0,425000.0,2.78,1.0,1.0,3.0,,0.0,7.23,2.0,45.0,1.0,2,10560.0,1.0
6223,PHASE_1_5562,,,,,0.0,,,,,,,,,,,,,,,,,1,,
6224,PHASE_1_5563,,,,,7.0,2011 Nissan Leaf,0.0,0.0,1.0,0.0,,,,,,,,,,,,3,,1.0
6225,PHASE_1_5564,,,,,4.0,2014 Toyota Prius Plug-in,,,,,,,,,,,,,,,,1,,
6226,PHASE_1_5565,2015/05/10 23:18:36,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,275000.0,2.75,0.0,1.0,4.0,137.75,10.0,26.83,5.0,45.0,0.0,2,10195.783783783783,
6227,PHASE_1_5566,2015/05/08 17:59:01,05/2015,5.0,2015.0,43.0,2014 Smart fortwo,0.0,0.0,0.0,0.0,50000.0,0.89,1.0,1.0,2.0,441.64,0.0,6.63,4.0,18.0,0.0,2,6139.200000000001,1.0
6228,PHASE_1_5567,,,,,3.0,2014 Toyota Prius Plug-in,,,,,,,,,,,,,,,,1,,
6229,PHASE_1_5568,2015/05/08 17:55:03,05/2015,5.0,2015.0,43.0,2011 Chevrolet Volt,0.0,1.0,0.0,0.0,175000.0,,1.0,1.0,4.0,208.99,2.0,8.33,2.0,55.0,1.0,3,14584.235294117647,
6230,PHASE_1_5569,2015/05/08 17:59:42,05/2015,5.0,2015.0,43.0,2013 Ford Focus Electric,0.0,0.0,0.0,0.0,125000.0,2.63,1.0,1.0,4.0,408.55,0.0,42.21,4.0,45.0,0.0,2,9847.42857142857,1.0
6231,PHASE_1_5570,2015/05/08 17:52:23,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,1.0,0.0,325000.0,0.0,1.0,1.0,4.0,2317.96,4.0,25.21,4.0,55.0,0.0,3,7427.199999999999,
6232,PHASE_1_5571,2015/05/08 17:56:21,05/2015,5.0,2015.0,43.0,2013 Ford C-Max Energi,0.0,0.0,0.0,0.0,175000.0,2.48,1.0,1.0,4.0,387.05,0.0,33.44,4.0,35.0,0.0,2,15491.333333333332,
6233,PHASE_1_5572,2015/05/08 18:25:03,05/2015,5.0,2015.0,43.0,2013 Honda Fit EV,0.0,0.0,0.0,0.0,275000.0,0.47,1.0,1.0,4.0,,15.0,,5.0,45.0,0.0,2,25565.217391304344,1.0
6234,PHASE_1_5573,2015/05/08 19:14:03,05/2015,5.0,2015.0,43.0,2014 Tesla Model S,1.0,1.0,0.0,0.0,500000.0,2.92,1.0,0.0,4.0,131.57,5.0,29.12,4.0,55.0,0.0,4,19200.0,1.0
6235,PHASE_1_5574,2015/05/08 18:33:14,05/2015,5.0,2015.0,43.0,2014 BMW i3,0.0,0.0,1.0,0.0,125000.0,2.69,1.0,1.0,3.0,128.6,0.0,2.41,3.0,45.0,1.0,3,6015.0,
6236,PHASE_1_5575,2015/05/08 19:50:23,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,275000.0,2.6,1.0,1.0,3.0,1264.75,0.0,38.56,3.0,55.0,1.0,2,15807.111111111113,1.0
6237,PHASE_1_5576,2015/05/08 18:45:11,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,1.0,0.0,325000.0,2.45,1.0,1.0,2.0,307.51,0.0,26.33,2.0,55.0,0.0,2,17225.8064516129,
6238,PHASE_1_5577,2015/05/08 18:39:41,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,1.0,0.0,325000.0,-3.0,1.0,1.0,4.0,476.03,0.0,18.17,7.0,75.0,0.0,5,11973.846153846154,1.0
6239,PHASE_1_5578,,,,,3.0,2013 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
6240,PHASE_1_5579,2015/05/08 19:17:48,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,175000.0,2.61,1.0,1.0,4.0,363.23,12.0,23.87,2.0,75.0,0.0,3,25044.444444444445,1.0
6241,PHASE_1_6300,,,,,28.0,2015 Fiat 500e,1.0,0.0,1.0,0.0,,,,,,488.13,0.0,14.79,3.0,45.0,1.0,3,,1.0
6242,PHASE_1_5580,,,,,10.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,,,,,,,,,,,,4,,
6243,PHASE_1_5581,2015/05/08 20:10:12,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,2.66,1.0,1.0,2.0,67.69,0.0,7.26,3.0,35.0,0.0,4,17816.64,
6244,PHASE_1_5582,2015/05/08 19:46:52,05/2015,5.0,2015.0,43.0,2013 Ford C-Max Energi,0.0,0.0,0.0,0.0,75000.0,2.37,1.0,1.0,2.0,,0.0,2.44,4.0,45.0,0.0,4,12000.0,
6245,PHASE_1_5583,2015/05/08 19:49:58,05/2015,5.0,2015.0,43.0,2013 Toyota Prius Plug-in,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,3.0,128.24,2.0,36.2,2.0,55.0,0.0,2,19715.333333333332,
6246,PHASE_1_5584,2015/05/08 20:14:51,05/2015,5.0,2015.0,43.0,2015 Ford C-Max Energi,1.0,0.0,0.0,0.0,275000.0,2.65,1.0,1.0,3.0,493.1,0.0,6.93,4.0,45.0,0.0,2,,
6247,PHASE_1_5585,2015/05/08 21:44:45,05/2015,5.0,2015.0,43.0,2011 Nissan Leaf,0.0,0.0,0.0,0.0,50000.0,2.8,,1.0,3.0,,0.0,6.82,3.0,45.0,1.0,1,7555.555555555557,1.0
6248,PHASE_1_5586,2015/05/08 20:52:18,05/2015,5.0,2015.0,43.0,2013 Fiat 500e,0.0,1.0,0.0,0.0,75000.0,2.27,1.0,1.0,4.0,,0.0,35.84,2.0,25.0,1.0,3,5684.210526315789,1.0
6249,PHASE_1_5587,2015/05/08 20:53:03,05/2015,5.0,2015.0,43.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,2.72,1.0,1.0,3.0,851.43,2.0,15.06,2.0,55.0,0.0,5,10587.0,
6250,PHASE_1_5588,2015/05/08 22:46:10,05/2015,5.0,2015.0,43.0,2014 BMW i3,0.0,0.0,1.0,0.0,75000.0,2.75,1.0,1.0,3.0,315.17,1.0,27.3,4.0,45.0,0.0,2,13633.199999999999,
6251,PHASE_1_5589,,,,,4.0,2013 Toyota Prius,,,,,,,,,,,,,,,,1,,
6252,PHASE_1_5590,2015/05/08 21:36:49,05/2015,5.0,2015.0,43.0,2014 Chevrolet Spark EV,0.0,0.0,0.0,0.0,125000.0,2.88,1.0,1.0,4.0,589.67,0.0,6.52,4.0,45.0,0.0,2,7962.9473684210525,1.0
6253,PHASE_1_5591,2015/05/08 22:13:10,05/2015,5.0,2015.0,43.0,2014 BMW i3,0.0,0.0,0.0,0.0,175000.0,2.74,1.0,1.0,4.0,120.15,0.0,9.31,4.0,55.0,0.0,3,9000.0,
6254,PHASE_1_5592,2015/05/08 21:45:55,05/2015,5.0,2015.0,43.0,2014 Nissan Leaf,0.0,0.0,0.0,0.0,125000.0,2.65,0.0,1.0,3.0,190.39,0.0,18.03,6.0,35.0,0.0,2,6000.0,1.0
6255,PHASE_1_5593,2015/05/08 21:56:57,05/2015,5.0,2015.0,43.0,2015 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.78,1.0,1.0,2.0,,0.0,11.44,2.0,45.0,1.0,2,13500.0,1.0
6256,PHASE_1_5594,,,,,30.0,2014 Tesla Model S,0.0,0.0,0.0,1.0,,,,,,373.33,10.0,10.97,3.0,35.0,1.0,2,,1.0
6257,PHASE_1_5595,,,,,13.0,2012 Nissan Leaf,0.0,0.0,0.0,0.0,,,,,,,,,4.0,55.0,0.0,3,,1.0
6258,PHASE_1_5596,2015/05/08 22:52:50,05/2015,5.0,2015.0,43.0,2014 Honda Fit EV,0.0,0.0,0.0,0.0,75000.0,0.32,1.0,1.0,4.0,241.25,5.0,36.07,4.0,18.0,1.0,4,11333.333333333334,1.0
6259,PHASE_1_5597,2015/05/08 23:02:16,05/2015,5.0,2015.0,43.0,2014 Honda Fit EV,0.0,0.0,0.0,0.0,75000.0,2.74,1.0,0.0,3.0,614.15,0.0,13.74,4.0,55.0,0.0,4,10875.0,1.0
6260,PHASE_1_5598,2015/05/09 10:40:10,05/2015,5.0,2015.0,43.0,2012 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,-0.94,1.0,1.0,3.0,339.52,0.0,6.41,2.0,75.0,0.0,4,6982.799999999999,1.0
6261,PHASE_1_5599,2015/05/08 23:14:40,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,325000.0,2.89,1.0,1.0,4.0,436.61,6.0,35.9,3.0,55.0,0.0,2,22333.333333333332,
6262,PHASE_1_5600,,,,,9.0,2014 Chevrolet Volt,0.0,0.0,0.0,0.0,,,,,,,,,,,,2,,
6263,PHASE_1_5601,,,,,10.0,2013 Nissan Leaf,0.0,0.0,1.0,0.0,,,,,,,,,,,,5,,1.0
6264,PHASE_1_5602,2015/05/09 00:03:26,05/2015,5.0,2015.0,43.0,2013 Fiat 500e,0.0,0.0,0.0,0.0,75000.0,2.42,1.0,0.0,3.0,111.34,1.0,12.17,2.0,45.0,0.0,2,13090.909090909092,1.0
6265,PHASE_1_5603,2015/05/09 00:28:35,05/2015,5.0,2015.0,43.0,2014 Ford Fusion Energi,0.0,0.0,1.0,0.0,325000.0,2.89,1.0,1.0,3.0,1108.54,10.0,12.49,3.0,55.0,0.0,2,16000.0,
6266,PHASE_1_5604,2015/05/09 00:29:20,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,500000.0,1.92,1.0,1.0,4.0,119.04,0.0,32.0,3.0,55.0,0.0,5,6592.90909090909,1.0
6267,PHASE_1_5605,2015/05/09 01:19:53,05/2015,5.0,2015.0,43.0,2014 Fiat 500e,0.0,0.0,0.0,0.0,75000.0,-2.97,1.0,,4.0,756.46,0.0,15.59,2.0,65.0,0.0,3,9770.181818181818,1.0
6268,PHASE_1_5606,2015/05/09 02:13:19,05/2015,5.0,2015.0,43.0,2012 Tesla Model S,0.0,0.0,1.0,0.0,175000.0,-2.95,1.0,0.0,3.0,460.44,5.0,15.18,4.0,35.0,0.0,2,20914.06451612903,1.0
6269,PHASE_1_5607,2015/05/09 06:28:03,05/2015,5.0,2015.0,43.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,3.0,228.99,5.0,6.32,4.0,55.0,0.0,3,11000.0,
6270,PHASE_1_5608,,,,,26.0,2015 Nissan Leaf,0.0,1.0,1.0,0.0,,,,,,360.66,0.0,21.58,4.0,35.0,0.0,2,,1.0
6271,PHASE_1_5609,2015/05/09 07:29:18,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,,2.96,1.0,1.0,3.0,182.16,0.0,10.05,2.0,65.0,0.0,4,11100.0,1.0
6272,PHASE_1_5610,2015/05/09 07:29:50,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,500000.0,2.54,1.0,1.0,4.0,253.0,0.0,14.18,4.0,45.0,0.0,5,8869.565217391304,1.0
6273,PHASE_1_5611,2015/05/09 07:48:34,05/2015,5.0,2015.0,43.0,2014 Nissan Leaf,0.0,0.0,0.0,0.0,175000.0,2.58,1.0,1.0,3.0,124.57,0.0,5.82,4.0,45.0,0.0,3,12200.0,1.0
6274,PHASE_1_5612,2015/05/09 07:59:30,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,75000.0,2.82,1.0,1.0,4.0,457.38,5.0,48.78,4.0,45.0,0.0,3,20000.0,
6275,PHASE_1_5613,,,,,26.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,,,,,,936.52,0.0,29.82,2.0,55.0,0.0,3,,
6276,PHASE_1_5614,2015/05/09 08:20:41,05/2015,5.0,2015.0,43.0,2013 Ford C-Max Energi,0.0,0.0,0.0,0.0,225000.0,-2.78,1.0,1.0,3.0,978.5,6.0,17.66,4.0,35.0,,3,12579.42857142857,
6277,PHASE_1_5615,2015/05/09 08:32:59,05/2015,5.0,2015.0,43.0,2012 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,1.47,1.0,1.0,3.0,495.25,1.0,12.35,2.0,75.0,0.0,2,7074.0,
6278,PHASE_1_5616,2015/05/09 08:43:25,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,275000.0,2.6,1.0,1.0,3.0,132.3,1.0,8.88,2.0,55.0,0.0,3,12000.0,
6279,PHASE_1_5617,2015/05/09 08:56:26,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,,2.58,1.0,1.0,4.0,422.07,40.0,26.01,2.0,55.0,1.0,5,31376.30769230769,1.0
6280,PHASE_1_5618,,,,,10.0,2014 Tesla Model S,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,1.0
6281,PHASE_1_5619,2015/05/09 09:24:00,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,1.0,1.0,0.0,325000.0,2.63,1.0,1.0,3.0,358.28,20.0,25.39,4.0,45.0,0.0,3,18938.76923076923,1.0
6282,PHASE_1_5620,2015/05/09 09:36:06,05/2015,5.0,2015.0,43.0,2014 Tesla Model S,0.0,1.0,1.0,0.0,500000.0,1.88,1.0,1.0,3.0,156.22,1.0,5.16,2.0,75.0,0.0,2,5400.0,1.0
6283,PHASE_1_5621,2015/05/09 09:42:54,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,1.0,0.0,0.0,0.0,,2.58,1.0,1.0,4.0,308.67,15.0,9.25,4.0,65.0,0.0,3,18912.0,1.0
6284,PHASE_1_5622,2015/05/09 09:02:45,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,175000.0,2.62,1.0,1.0,4.0,379.81,2.0,17.55,4.0,45.0,0.0,2,8958.0,1.0
6285,PHASE_1_5623,,,,,4.0,2013 Chevrolet Volt,,,,,,,,,,,,,,,,1,,
6286,PHASE_1_5624,2015/05/09 09:28:18,05/2015,5.0,2015.0,43.0,2014 Honda Fit EV,0.0,0.0,0.0,0.0,75000.0,2.42,0.0,1.0,2.0,1965.38,0.0,16.71,4.0,45.0,0.0,2,14500.0,1.0
6287,PHASE_1_5625,2015/05/09 09:55:32,05/2015,5.0,2015.0,43.0,2013 Smart fortwo,0.0,0.0,0.0,0.0,175000.0,-2.9,1.0,0.0,2.0,122.44,75.0,2.64,2.0,75.0,0.0,2,3526.9565217391305,1.0
6288,PHASE_1_5626,2015/05/09 09:32:31,05/2015,5.0,2015.0,43.0,2014 Toyota RAV4 EV,0.0,0.0,0.0,0.0,225000.0,2.52,1.0,1.0,4.0,196.73,0.0,12.65,6.0,55.0,0.0,3,13200.0,1.0
6289,PHASE_1_5627,2015/05/09 09:49:07,05/2015,5.0,2015.0,43.0,2014 Toyota RAV4 EV,0.0,0.0,0.0,0.0,,2.63,1.0,1.0,4.0,105.37,0.0,6.62,2.0,55.0,0.0,2,5882.4,1.0
6290,PHASE_1_5628,2015/05/09 09:48:17,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,1.0,0.0,75000.0,,0.0,0.0,4.0,2992.34,7.0,20.93,3.0,55.0,0.0,3,17454.545454545456,
6291,PHASE_1_5629,2015/05/09 09:47:59,05/2015,5.0,2015.0,43.0,2013 Tesla Model S,0.0,0.0,0.0,0.0,500000.0,1.86,1.0,1.0,4.0,335.19,2.0,7.18,4.0,55.0,0.0,4,12273.23076923077,1.0
6292,PHASE_1_5630,2015/05/09 09:51:53,05/2015,5.0,2015.0,43.0,2014 Ford Fusion Energi,0.0,0.0,1.0,0.0,375000.0,1.83,1.0,1.0,4.0,460.5,0.0,20.26,4.0,35.0,0.0,3,14914.285714285714,
6293,PHASE_1_5631,2015/05/09 10:50:20,05/2015,5.0,2015.0,43.0,2015 Nissan Leaf,0.0,1.0,0.0,0.0,275000.0,,0.0,1.0,4.0,219.33,0.0,2.05,3.0,55.0,0.0,2,8000.0,1.0
6294,PHASE_1_5632,2015/05/09 09:28:22,05/2015,5.0,2015.0,43.0,2014 Chevrolet Spark EV,,,,,,,,,,,,,,,,1,,1.0
6295,PHASE_1_5633,2015/05/09 10:20:59,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,0.0,0.0,325000.0,0.33,1.0,1.0,3.0,293.21,20.0,12.76,4.0,55.0,0.0,4,14500.0,
6296,PHASE_1_5634,,,,,4.0,2012 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
6297,PHASE_1_5635,2015/05/10 12:58:41,05/2015,5.0,2015.0,43.0,2013 Chevrolet Volt,0.0,0.0,1.0,0.0,,,1.0,1.0,4.0,,0.0,,3.0,,1.0,3,17859.78947368421,
6298,PHASE_1_5636,,,,,13.0,2014 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,,,,,,,,,5.0,55.0,0.0,4,,
6299,PHASE_1_5637,2015/05/09 10:03:28,05/2015,5.0,2015.0,43.0,2014 Toyota Prius Plug-in,,,,,,,,,,,,,,,,1,,
6300,PHASE_1_5638,2015/05/10 18:03:01,05/2015,5.0,2015.0,43.0,2015 Nissan Leaf,0.0,0.0,0.0,0.0,275000.0,1.59,1.0,1.0,4.0,189.38,0.0,26.51,3.0,45.0,0.0,3,13720.0,1.0
