Rating,Model Name,Type
1.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
4.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
2.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
3.0,Ampere REO,2-wheeler
3.0,Ampere REO,2-wheeler
4.0,Ampere REO,2-wheeler
3.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
2.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
5.0,Ampere REO,2-wheeler
1.0,Ampere REO,2-wheeler
5.0,Odysse Evoqis,2-wheeler
5.0,Odysse Evoqis,2-wheeler
5.0,Odysse Evoqis,2-wheeler
5.0,Hero Electric NYX HX,2-wheeler
5.0,Hero Electric NYX HX,2-wheeler
4.0,Okinawa i-Praise,2-wheeler
4.0,Okinawa i-Praise,2-wheeler
3.0,Okinawa i-Praise,2-wheeler
1.0,Okinawa i-Praise,2-wheeler
1.0,Okinawa i-Praise,2-wheeler
5.0,Okinawa i-Praise,2-wheeler
5.0,Okinawa i-Praise,2-wheeler
5.0,Okinawa i-Praise,2-wheeler
5.0,Okinawa i-Praise,2-wheeler
1.0,Okinawa i-Praise,2-wheeler
1.0,Okinawa i-Praise,2-wheeler
5.0,Joy e-bike Monster,2-wheeler
1.0,Joy e-bike Monster,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
1.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
1.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
5.0,PURE EV ETrance Neo,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
5.0,PURE EV ETrance Neo,2-wheeler
5.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
4.0,PURE EV ETrance Neo,2-wheeler
5.0,PURE EV ETrance Neo,2-wheeler
3.0,PURE EV ETrance Neo,2-wheeler
5.0,Evolet Polo,2-wheeler
5.0,Evolet Polo,2-wheeler
5.0,Okinawa Ridge Plus,2-wheeler
2.0,Okinawa Ridge Plus,2-wheeler
2.0,Okinawa Ridge Plus,2-wheeler
4.0,Okinawa Ridge Plus,2-wheeler
5.0,Okinawa Ridge Plus,2-wheeler
4.0,Okinawa Ridge Plus,2-wheeler
1.0,Okinawa Ridge Plus,2-wheeler
2.0,Okinawa Ridge Plus,2-wheeler
3.0,Okinawa Ridge Plus,2-wheeler
5.0,Okinawa Ridge Plus,2-wheeler
3.0,Okinawa Ridge Plus,2-wheeler
3.0,Okinawa Ridge Plus,2-wheeler
2.0,Okinawa Ridge Plus,2-wheeler
1.0,Okinawa Ridge Plus,2-wheeler
1.0,Okinawa Ridge Plus,2-wheeler
4.0,Ampere Zeal,2-wheeler
5.0,Ampere Zeal,2-wheeler
2.0,Ampere Zeal,2-wheeler
2.0,Ampere Zeal,2-wheeler
1.0,Ampere Zeal,2-wheeler
1.0,Ampere Zeal,2-wheeler
5.0,Ampere Zeal,2-wheeler
5.0,Ampere Zeal,2-wheeler
5.0,Ampere Zeal,2-wheeler
3.0,Ampere Zeal,2-wheeler
1.0,Ampere Zeal,2-wheeler
1.0,Ampere Zeal,2-wheeler
2.0,Ampere Zeal,2-wheeler
4.0,Hero Electric Atria,2-wheeler
4.0,Hero Electric Atria,2-wheeler
5.0,Hero Electric Atria,2-wheeler
5.0,Okinawa Lite,2-wheeler
3.0,Okinawa Lite,2-wheeler
4.0,Okinawa Lite,2-wheeler
5.0,Okinawa Lite,2-wheeler
2.0,Okinawa Lite,2-wheeler
5.0,Okinawa Lite,2-wheeler
5.0,Okinawa Lite,2-wheeler
1.0,Okinawa Lite,2-wheeler
4.0,Hero Electric NYX,2-wheeler
1.0,Hero Electric NYX,2-wheeler
3.0,Hero Electric NYX,2-wheeler
1.0,Hero Electric NYX,2-wheeler
1.0,Hero Electric NYX,2-wheeler
1.0,Hero Electric NYX,2-wheeler
1.0,Hero Electric NYX,2-wheeler
4.0,Hero Electric NYX,2-wheeler
5.0,Hero Electric NYX,2-wheeler
4.0,Okinawa R30,2-wheeler
5.0,Okinawa R30,2-wheeler
2.0,Okinawa R30,2-wheeler
4.0,Okinawa R30,2-wheeler
1.0,Okinawa R30,2-wheeler
4.0,Okinawa R30,2-wheeler
5.0,Okinawa R30,2-wheeler
1.0,Okinawa R30,2-wheeler
5.0,Yo Drift,2-wheeler
1.0,Yo Drift,2-wheeler
5.0,Yo Drift,2-wheeler
4.0,Yo Drift,2-wheeler
3.0,Yo Drift,2-wheeler
4.0,BGauss B8,2-wheeler
1.0,BGauss B8,2-wheeler
2.0,BGauss B8,2-wheeler
5.0,BGauss B8,2-wheeler
1.0,Joy e-bike Wolf,2-wheeler
5.0,Joy e-bike Wolf,2-wheeler
1.0,Joy e-bike Wolf,2-wheeler
1.0,Joy e-bike Wolf,2-wheeler
1.0,Joy e-bike Wolf,2-wheeler
5.0,Gemopai Astrid Lite,2-wheeler
5.0,Gemopai Astrid Lite,2-wheeler
5.0,Gemopai Astrid Lite,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
1.0,Techo Electra Emerge,2-wheeler
1.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
4.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Emerge,2-wheeler
1.0,Techo Electra Emerge,2-wheeler
5.0,Techo Electra Raptor,2-wheeler
5.0,Techo Electra Raptor,2-wheeler
1.0,Techo Electra Raptor,2-wheeler
5.0,Techo Electra Raptor,2-wheeler
1.0,Techo Electra Raptor,2-wheeler
3.0,Techo Electra Raptor,2-wheeler
5.0,Techo Electra Raptor,2-wheeler
4.0,Techo Electra Raptor,2-wheeler
4.0,Techo Electra Raptor,2-wheeler
1.0,e-bike Gen Nxt,2-wheeler
4.0,e-bike Gen Nxt,2-wheeler
5.0,e-bike Gen Nxt,2-wheeler
5.0,e-bike Gen Nxt,2-wheeler
4.0,e-bike Gen Nxt,2-wheeler
2.0,Gemopai Ryder,2-wheeler
5.0,Gemopai Ryder,2-wheeler
2.0,Gemopai Ryder,2-wheeler
5.0,Gemopai Ryder,2-wheeler
4.0,Gemopai Ryder,2-wheeler
5.0,hyundai kona,4-wheeler
1.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.5,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
1.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
1.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5.0,Kia EV6,4-wheeler
5.0,Kia EV6,4-wheeler
5.0,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5.0,Kia EV6,4-wheeler
3.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
4.5,Kia EV6,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.0,Tata Nexon EV,4-wheeler
1.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
1.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
2.0,Tata Nexon EV,4-wheeler
1.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
5.0,Tata Nexon EV,4-wheeler
2.5,Tata Nexon EV,4-wheeler
3.5,Tata Nexon EV,4-wheeler
1.0,Tata Nexon EV,4-wheeler
4.0,Tata Nexon EV,4-wheeler
4.5,Tata Nexon EV,4-wheeler
2.0,Tata Nexon EV,4-wheeler
4.5,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
5.0,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
3.5,MG ZS EV,4-wheeler
5.0,MG ZS EV,4-wheeler
4.0,MG ZS EV,4-wheeler
3.5,MG ZS EV,4-wheeler
4.5,MG ZS EV,4-wheeler
5.0,MG ZS EV,4-wheeler
5.0,MG ZS EV,4-wheeler
5.0,MG ZS EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
3.5,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
3.5,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
5.0,Tata Tigor EV,4-wheeler
4.5,Tata Tigor EV,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
4.5,BYD E6,4-wheeler
5.0,hyundai kona,4-wheeler
0.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
3.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
3.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
2.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
3.0,hyundai kona,4-wheeler
2.0,hyundai kona,4-wheeler
4.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
5.0,hyundai kona,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
0.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
0.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
3.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
0.0,tata nexon ev,4-wheeler
3.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
0.0,tata nexon ev,4-wheeler
2.0,tata nexon ev,4-wheeler
3.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
3.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
4.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata nexon ev,4-wheeler
5.0,tata tigor ev,4-wheeler
0.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
0.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
0.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
2.0,tata tigor ev,4-wheeler
4.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
0.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
4.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
5.0,tata tigor ev,4-wheeler
